id;nombre;piso;depto;codigo_pos;direccion;barrio;comuna;dias_y_hor;telefonos;email;web;actividad;depende;publico;sector;activ;lon;lat
1065;SESSA EDITORES;;;1425;BOLLINI 2234;Recoleta;Comuna 2;;4803-6700;info@sessaeditores.com.ar;www.sessaeditores.com.ar;Editorial;;;Privado;;-58.4033;-34.5864846564904
1066;SIGLO VEINTIUNO EDITORES;;;1425;GUATEMALA 4824;Palermo;Comuna 14;;4770-9090;;www.sigloxxieditores.com.ar;Editorial;;;Privado;;-58.4257;-34.5853782806458
1067;SOUTH END PUBLISHING;;;1414;ARAOZ 558;Villa Crespo;Comuna 15;;4855-9402;;www.southendpublishing.com;Editorial;;;Privado;;-58.4354;-34.5987966912923
1068;LUGAR EDITORIAL S.A.;;;1237;CASTRO BARROS 1754;Boedo;Comuna 5;;4921-5174 / 4924-1555 / 4922-3175;info@lugareditorial.com.ar;www.lugareditorial.com.ar;Editorial;;;Privado;;-58.4178;-34.6335005461059
1070;Cines Plaza Liniers Shopping Center;;;1408;FALCON, RAMON L.,CNEL. 7145;Liniers;Comuna 9;Lunes a Domingos de 13:00 a 22:45.;4641-5875;;www.plazaliniers.com.ar/index.php?p=cartelera;Cine;;General;Privado;;-58.5269;-34.6402606334198
1071;Cinemark Caballito;;;1184;LA PLATA AV. 96;Almagro;Comuna 5;Las boleterías abren sus puertas de Lunes a Domingos 15 minutos antes del inicio de la primer función.;0800-222-CINE (2463);;www.cinemark.com.ar/complejos/3-cinemark-caballito;Cine;;General;Privado;;-58.4289;-34.6163590388865
1072;Cinemark Palermo;;;1425;BERUTI 3399;Palermo;Comuna 14;Las boleterías abren sus puertas de Lunes a Domingos 15 minutos antes del inicio de la primer función.;0800-222-CINE (2463);;www.cinemark.com.ar/complejos/4-cinemark-palermo;Cine;;General;Privado;;-58.4103;-34.5866848025085
1073;Cinemark Puerto Madero;;;1107;MOREAU DE JUSTO, ALICIA AV. 1960;Puerto Madero;Comuna 1;Las boleterías abren sus puertas de Lunes a Domingos 15 minutos antes del inicio de la primer función.;0800-222-CINE (2463);;www.cinemark.com.ar/complejos/2-cinemark-puerto-madero;Cine;;General;Privado;;-58.3653;-34.621558183255
1074;Piazzolla Tango;;;1005;FLORIDA 165;San Nicolas;Comuna 1;Lunes a Domingos de 9:00 a 22:00.;4344-8201/2 // 0810-333-TANGO (82646);info@piazzollatango.com;www.piazzollatangoshow.com/index.php?ididioma_session=1;Milonga y/o Tanguería;;General;Privado;Espacio Escénico (Teatro, Música y Danza);-58.375;-34.6061256894968
1075;Teatro La Galera;;;1414;HUMBOLDT 1591;Palermo;Comuna 14;Lunes a Sábados de 10:00 a 20:00.;4771-9295;info@lagaleraencantada.com.ar;www.lagaleraencantada.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4364;-34.585828137456
1076;STADIUM EDITORIAL;;;1225;INDEPENDENCIA AV. 3124;San Cristobal;Comuna 3;;4931-1180 / 4931-8450;info@e-stadium.com;www.e-stadium.com.ar;Editorial;;;Privado;;-58.4098;-34.6202211980024
1077;EDICIONES LUMIERE;;local 5;1267;AZARA 65;Barracas;Comuna 4;;4361-0986;info@edicioneslumiere.com;www.edicioneslumiere.com;Editorial;;;Privado;;-58.3726;-34.6325145331908
1078;MAGISTERIO DEL RIO DE LA PLATA;;;1055;VIAMONTE 1674;San Nicolas;Comuna 1;;4373-1414;;www.magisterio.com.ar;Editorial;;;Privado;;-58.3908;-34.6007812652568
1079;MALAS PALABRAS BUKS;;;1057;PARAGUAY 749;Retiro;Comuna 1;;4311-7551;;www.malaspalabrasbuks.com.ar;Editorial;;;Privado;;-58.3776;-34.5975868260361
1080;MASCARDI & NASH;10;A;1018;PARANA 1097;Recoleta;Comuna 2;;4812-3082;info@myneditores.com.ar;www.myneditores.com.ar;Editorial;;;Privado;;-58.3884;-34.5959595588799
1081;MC Graw-Hill Interamericana Editores;3ro.;44;1427;ARENAL, CONCEPCION 3425;Chacarita;Comuna 15;;;infor_argentina@mcgraw-hill.com;www.mcgraw-hill.mx/argw/index.html;Editorial;;General;Privado;;-58.4461;-34.583125269744
1082;MIÑO Y DAVILA EDITORES;5;B;1033;RIVADAVIA AV. 1977;Balvanera;Comuna 3;;3534-6430;;www.minoydavila.com;Editorial;;;Privado;;-58.3945;-34.6092955546424
1084;NISEOS EDITORIAL DE HISTORIA MILITAR;9;233;1085;DE MAYO AV. 1370;Monserrat;Comuna 1;;4384-0243;info@niseos.com.ar;www.niseos.com.ar;Editorial;;;Privado;;-58.3858;-34.6094349749646
1085;EDICIONES NISNO;;;1427;ROSETI 181;Chacarita;Comuna 15;;4855-4005;manuales@nisno.com.ar;www.proyecteyconstruyabien.com;Editorial;;;Privado;;-58.4472;-34.5858143717826
1086;Nobuko;;13;1005;FLORIDA 683;San Nicolas;Comuna 1;;4314-6303;;www.cp67.com;Editorial;;;Privado;;-58.3754;-34.6000758768478
1088;OLMO EDICIONES;;;1122;ALVEAR, MARCELO T. De 2261;Recoleta;Comuna 2;;;olmoediciones@gmail.com;www.olmoediciones.com;Editorial;;;Privado;;-58.3997;-34.5968451679125
1089;EDITORIAL OMEBA;;;1094;MORENO 2554;Balvanera;Comuna 3;;4942-9518 / 4942-1074;info@editorialomeba.com.ar;www.editorialomeba.com.ar;Editorial;;;Privado;;-58.4023;-34.6133501787309
1090;Osmar Buyatti Librería Editorial;;;1055;VIAMONTE 1509;San Nicolas;Comuna 1;;4371-2512;info@osmarbuyatti.com;www.osmarbuyatti.com;Editorial;;General;Privado;Librería;-58.3883;-34.6006187997202
1091;PATRIA GRANDE EDITORA;;;1406;RIVADAVIA AV. 6369;Flores;Comuna 7;;4631-6446;edpatria@infovia.com.ar;www.editorapatriagrande.com;Editorial;;;Privado;;-58.4561;-34.6263504993984
1092;LA AZOTEA EDITORIAL FOTOGRAFICA DE AMERICA LATINA;;;1061;PARAGUAY 1480;Recoleta;Comuna 2;;4811-0931;azotea@laazotea.com.ar;www.laazotea.com.ar;Editorial;;;Privado;;-58.3878;-34.5983789900933
1093;EDITORIAL LA BOHEMIA;9;C;1405;PATRICIAS ARGENTINAS AV. 111;Caballito;Comuna 6;;3531-1334;contacto@editoriallabohemia.com;www.editoriallabohemia.com;Editorial;;;Privado;;-58.4326;-34.6071820473756
1095;Ediciones La Rocca;;;1013;TALCAHUANO 458;San Nicolas;Comuna 1;;4382-8526;info@edicioneslarocca.com;www.edicioneslarocca.com;Editorial;;General;Privado;Librería;-58.3852;-34.6032095599187
1096;LAFFONT;3;;1265;REGIMIENTO DE PATRICIOS AV. 929;Barracas;Comuna 4;;4302-8668;info@laffont.com.ar;www.laffont.com.ar;Editorial;;;Privado;;-58.3696;-34.638399041587
1097;ED LAZARA GUIA DEL ESTUDIANTE;;;1183;PRINGLES 160;Almagro;Comuna 5;;4982-8135;;www.estudios.com.ar;Editorial;;;Privado;;-58.4273;-34.6116410453286
1098;LETEMENDIA CASA EDITORA;2;201;1005;FLORIDA 336;San Nicolas;Comuna 1;;4325-1237;info@letemendia.com;www.letemendia.com;Editorial;;;Privado;;-58.3752;-34.6040979403115
1099;EDICIONES QUIPU;;;1406;BONIFACIO, JOSE 2434;Flores;Comuna 7;;4612-3440;info@edicionesquipu.com.ar;www.edicionesquipu.com.ar;Editorial;;;Privado;;-58.4618;-34.6326066357746
1100;LIBROS DEL ZORZAL;PB;A;1189;TUCUMAN 3350;Almagro;Comuna 5;;4864-4150;info@delzorzal.com;www.delzorzal.com;Editorial;;;Privado;;-58.413;-34.6001459317151
1101;Editorial Losada;;;1209;MORENO 3362;Almagro;Comuna 5;;4863-2758;;www.editoriallosada.com.ar;Editorial;;;Privado;;-58.4139;-34.6142629938311
1102;Editorial Galerna;;;1185;LAMBARE 893;Almagro;Comuna 5;;4867-1661;;www.galernalibros.com;Editorial;;General;Privado;;-58.4304;-34.6044094877111
1103;HAMMURABI EDITORIAL S.R.L.;4;;1013;TALCAHUANO 481;San Nicolas;Comuna 1;;4382-3586;info@hammurabi.com.ar;www.hammurabi.com.ar;Editorial;;;Privado;;-58.3851;-34.603085643639
1104;HELIASTA EDITORIAL;;;1425;JUNCAL 3451;Palermo;Comuna 14;;4804-0472 / 4804-8757 / 4804-0119;editorial@heliasta.com.ar;www.heliasta.com.ar;Editorial;;;Privado;;-58.4121;-34.5843074943994
1105;EDITORIAL HOLA CHICOS;4;D;1023;CALLAO AV. 1121;Recoleta;Comuna 2;;4812-1800 / 4815-1998;;www.holachicos.com.ar;Editorial;;;Privado;;-58.3932;-34.5956033770791
1107;GRUPO EDITOR VESTALES;;;1419;CANTILO, JOSE LUIS 4200;Villa Devoto;Comuna 11;;4713-1606;info@vestales.com.ar;www.vestales.com.ar;Editorial;;;Privado;;-58.5117;-34.6034945396847
1108;NEW GATE TRAVEL MEDIA;9;;1053;VIAMONTE 723;San Nicolas;Comuna 1;;4322-8301;info@newgatemedia.com;www.newgatemedia.com;Editorial;;;Privado;;-58.3772;-34.599958913839
1109;JORGE BAUDINO EDICIONES;;;1406;FRAY CAYETANO RODRIGUEZ 885;Flores;Comuna 7;;4632-0054;info@baudinoediciones.com.ar;www.baudinoediciones.com.ar;Editorial;;;Privado;;-58.467;-34.620436221113
1110;Ediciones en Danza;;;1269;JOVELLANOS, GASPAR M. de 1068;Barracas;Comuna 4;;4301-5031;cofreces@edicionesendanza.com.ar;www.edicionesendanza.com.ar;Editorial;;General;Privado;;-58.3716;-34.6419396706214
1112;Kier;;;1059;SANTA FE AV. 1260;Retiro;Comuna 1;;4811-0507;;www.kier.com.ar;Editorial;;General;Privado;Librería;-58.3851;-34.5957227461066
1115;Librería Eterna Cadencia;;;1414;HONDURAS 5574;Palermo;Comuna 14;Lunes a Viernes de 11:30 a 21:00. Sábados de 11:30 a 20:00.;4774-4100;info@eternacadencia.com.ar;www.eternacadencia.com;Librería;;General;Privado;Editorial||Bar Cultural;-58.4361;-34.5843896384075
1116;GRUPO EDITORIAL TEMAS;3;4;1072;CERRITO 136;San Nicolas;Comuna 1;;;;www.editorialtemas.com.ar;Editorial;;;Privado;;-58.3821;-34.6069053359944
1117;EUDEBA;;;1033;RIVADAVIA AV. 1571;San Nicolas;Comuna 1;;4383-8025, interno 240;;www.eudeba.com.ar;Editorial;;;Privado;Librería;-58.3887;-34.6089958663605
1118;EUROS EDITORES;;;1431;CONGRESO AV. 4744;Villa Urquiza;Comuna 12;;4522-1064;euroeditores@fibertel.com.ar;www.euroeditores.com;Editorial;;;Privado;;-58.4861;-34.5676771023335
1119;Instituto de Publicaciones Navales;;Local 28;1005;FLORIDA 971;Retiro;Comuna 1;;4311-0042/43;;www.centronaval.org.ar/ipn/index.html;Editorial;;;Privado;Librería;-58.3753;-34.5967012478022
1120;Librería-Editorial Cristiana. Fundación Cristiana de Evangelización.;;30;1006;MAIPU 466;San Nicolas;Comuna 1;;4322-7943;lec@funcrisev.com;www.funcrisev.com/catalogo.htm;Editorial;;General;Privado;Librería;-58.3767;-34.6028587654723
1122;NUEVA SOCIEDAD - DEMOCRACIA Y POLITICA EN AMERICA LATINA;;1A;1065;DEFENSA 1111;San Telmo;Comuna 1;;;distribucion@nuso.rog;www.nuso.org;Editorial;;;Privado;;-58.3714;-34.6208531308912
1123;Editorial ERREPAR;;;1017;PARANA 725;San Nicolas;Comuna 1;;4370-2002;clientes@errepar.com;www.errepar.com;Editorial;;General;Privado;Librería;-58.3881;-34.6003083883147
1124;FUNDACION MUNDO NUEVO;PB;;1024;CALLAO AV. 1870;Recoleta;Comuna 2;;4804-7321;arte@fundacionmundonuevo.org.ar;www.fundacionmundonuevo.org.ar;Editorial;;;Privado;;-58.3885;-34.5885909828945
1125;Editorial Océano Argentina;12ro. y 13Âº;;1009;PELLEGRINI, CARLOS 855;Retiro;Comuna 1;;4012-9200;oceano@oceano.com.ar;www.oceano.com.ar;Editorial;;General;Privado;;-58.3812;-34.5984361323184
1126;Gráfica Sur Editora SRL;;;1097;MEXICO 1448;Monserrat;Comuna 1;;4373-8968/8793;graficasur@graficasur.com;www.graficasur.com;Editorial;;General;Privado;;-58.3867;-34.6155532523719
1127;ADRIANA HIDALGO EDITORIAL;OB;;1127;VITTORIA FRANCISCO de 2324;Recoleta;Comuna 2;;4800-1900;info@adrianahidalgo.com;www.adrianahidalgo.com;Editorial;;;Privado;;-58.3964;-34.586472055105
1128;ANSWER JUST TIME S.R.L.;10;d;1006;SUIPACHA 987;Retiro;Comuna 1;;4311-2427;info@answerpublishing.com;www.answerpublishing.com;Editorial;;;Privado;;-58.3798;-34.5966869112395
1129;Gram Editora;;;1148;COCHABAMBA 1652;Constitucion;Comuna 1;;4304-4833 // 4305-8397;grameditora@infovia.com.ar;www.grameditora.com.ar;Editorial;;General;Privado;;-58.3891;-34.6239665658674
1130;Gran Aldea Editores;;;1416;CAMARONES 1762;Villa Gral. Mitre;Comuna 11;;4584-5803 // 4585-2241;info@granaldeaeditores.com.ar;www.granaldeaeditores.com.ar;Editorial;;General;Privado;;-58.4663;-34.6054049235864
1131;UTILISIMA SATELITAL;2;;1070;PIEDRAS 1080;San Telmo;Comuna 1;;4307-7505;;www.utilisima.com;Productora Audiovisual;;;Privado;;-58.3772;-34.6205670094107
1132;Grupo CLASA - Cultural Librera Americana S.A.;2ro.;;1093;BELGRANO AV. 1494;Monserrat;Comuna 1;;;ventas@culturallibrera.com.ar;www.grupoclasa.com;Editorial;;General;Privado;;-58.3873;-34.6136067501232
1133;Editorial Guadal - El Gato de Hojalata;2ro.;D;1085;DE MAYO AV. 1209;Monserrat;Comuna 1;;5278-7000;info@editorialguadal.com.ar;www.editorialguadal.com.ar;Editorial;;General;Privado;;-58.3836;-34.6091223514257
1135;Editorial Guadalupe;;;1425;MANSILLA, LUCIO NORBERTO, GENERAL 3865;Palermo;Comuna 14;;4826-8587;gerenciacomercial@editorialguadalupe.com.ar;www.editorialguadalupe.com.ar;Editorial;;General;Privado;Librería;-58.4176;-34.5888318932405
1136;HASA EDITORIAL HISPANOAMERICANA;;;1148;SAN JUAN AV. 1338;Constitucion;Comuna 1;;3221-2386/98;ventas@hasa.com.ar;www.hasa.com.ar;Editorial;;;Privado;;-58.3849;-34.6224226941907
1137;EDITORIAL Y REVISTA TOPIA;3;a;1425;GUTIERREZ, JUAN MARIA 3809;Palermo;Comuna 14;;;;www.topia.com.ar;Editorial;;;Privado;;-58.4138;-34.5806889084269
1138;Akadia Librería y Editorial;;;1121;PARAGUAY 2078;Recoleta;Comuna 2;;4961-8614 // 4964-2230;ventas@editorialakadia.com;www.editorialakadia.com.ar;Librería;;General;Privado;Editorial;-58.3969;-34.5986547161848
1139;Editorial Argenta;3ro.;F;1043;CORRIENTES AV. 1250;San Nicolas;Comuna 1;;4381-6100 // 4382-9085;info@editorialargenta.com;www.editorialargenta.com;Editorial;;General;Privado;;-58.3843;-34.6039481985071
1140;Asunto Impreso Ediciones;;;1015;RIVAROLA, RODOLFO, Dr. 115;San Nicolas;Comuna 1;;4383-6262;ediciones@asuntoimpreso.com;www.asuntoimpreso.com;Editorial;;General;Privado;;-58.3854;-34.6073563563047
1141;Ediciones del Signo;1ro.;A;1425;ALVAREZ, JULIAN 2844;Palermo;Comuna 14;;4804-4147;edicionesdelsigno@arnet.com.ar;www.edicionesdelsigno.com.ar;Editorial;;General;Privado;;-58.4113;-34.5842430618069
1142;Museo de Arte Latinoamericano de Buenos Aires (MALBA);;;1425;FIGUEROA ALCORTA, PRES. AV. 3415;Palermo;Comuna 14;Jueves a Lunes y feriados de 12:00 a 20:00. Miércoles de 12:00 a 21:00. Martes cerrado.;4808-6500 // 6515;info@malba.org.ar;www.malba.org.ar;Museo;;General;Privado;Bar Cultural||Librería||Cine||Sala de Exposición||Espacio de Formación (Carreras, Seminarios y Talleres);-58.4038;-34.5772447108272
1143;1960 Tierra Adentro;;;1414;RUSSEL 5017;Palermo;Comuna 14;;4832-2592;tierra.adentro.libros@gmail.com;www.facebook.com/1690ta;Librería;;General;Privado;;-58.4288;-34.5875618810073
1144;Mundo Hispano;;;1203;RIVADAVIA AV. 3474;Almagro;Comuna 5;;4863-6745;info@mh.com.ar;www.mh.org;Librería;;General;Privado;;-58.4153;-34.610874198854
1145;ABC Librerías;;;1419;LOPE DE VEGA AV. 3128;Villa Real;Comuna 10;;4567-6700;;;Librería;;;Privado;;-58.5254;-34.6138663579007
1146;Abraxas;;;1425;PARAGUAY 3964;Palermo;Comuna 14;;;;;Librería;;General;Privado;;-58.419;-34.5887785077513
1147;Acción;;;1091;MORENO 457;Monserrat;Comuna 1;;4343-6474;;;Librería;;General;Privado;;-58.3728;-34.611320885805
1148;Acme Agency. Casa Central.;1;;1008;SUIPACHA 245;San Nicolas;Comuna 1;;4328-1662;acme@redynet.com.ar;;Librería;;General;Privado;;-58.3793;-34.605458855015
1149;Ad-Hoc Villela Editor;;;1055;VIAMONTE 1450;San Nicolas;Comuna 1;;4371-0778;info@adhoc-villela.com;www.adhoc-villela.com;Librería;;General;Privado;Editorial;-58.3874;-34.6006537042098
1150;Agape Libros;;;1007;ESMERALDA 755;San Nicolas;Comuna 1;;4328-4606;esmeralda@agape-libros.com.ar;www.agape-libros.com.ar;Librería;;General;Privado;;-58.3782;-34.5993763850229
1151;Agape Libros. Sucursal Villa Devoto.;;;1419;CUBAS, JOSE 3469;Villa Devoto;Comuna 11;;4580-2860;sanmartin@ac-ape-libros.com.ar;www.agape-libros.com.ar;Librería;;General;Privado;;-58.5077;-34.5931530479473
1152;Agropecuaria;;;1028;PASTEUR 743;Balvanera;Comuna 3;;4952-9825;;;Librería;;General;Privado;;-58.3998;-34.6005368910301
1153;Aguilar Librería;;;1428;BLANCO ENCALADA 2376;Belgrano;Comuna 13;;4782-1996;info@libreriaaguilar.com.ar;www.libreriaaguilar.com.ar;Librería;;General;Privado;;-58.4587;-34.5590463774367
1155;Alberto Casares;;;1008;SUIPACHA 521;San Nicolas;Comuna 1;Lunes a Viernes 10:00 a 14:00 y de 15:00 a 20:00. Sábado 10:00 a 14:00.;4322-6198/0794;casareslibros@fibertel.com.ar;www.acasares.servisur.com;Librería;;General;Privado;;-58.3795;-34.6021243424273
1156;El Aleph;;;1414;CORRIENTES AV. 4790;Villa Crespo;Comuna 15;;4857-1248;;;Librería;;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4334;-34.6017669885814
1157;Aletheia;;Local 13;1005;FLORIDA 835;Retiro;Comuna 1;;4313-3481;aletheialibros@hotmail.com;;Librería;;General;Privado;;-58.3753;-34.5983173267481
1158;Librería y Editorial Alsina;;;1017;PARANA 137;San Nicolas;Comuna 1;;4373-2942;alsina@alsina.com;www.lealsina.com;Librería;;General;Privado;Editorial;-58.3877;-34.6073220336377
1159;Librería del Alumno;;;1039;MITRE, BARTOLOME 2101;Balvanera;Comuna 3;;4953-0717;;;Librería;;General;Privado;;-58.3965;-34.6082457161061
1160;Andorra;;;1039;MITRE, BARTOLOME 2109;Balvanera;Comuna 3;;4954-3277;;;Librería;;General;Privado;;-58.3965;-34.6082457161061
1161;Antami Libros;;;1082;PICHINCHA 45;Balvanera;Comuna 3;;4952-6341;;;Librería;;General;Privado;;-58.3991;-34.6100604141148
1162;Librería de Antaño;;;1012;LIBERTAD 1236;Retiro;Comuna 1;;5272-1618;info@antano.com.ar;;Librería;;General;Privado;;-58.3845;-34.5938576309841
1163;Librería Anticuaria Edgardo Henschel;1;;1003;RECONQUISTA 533;San Nicolas;Comuna 1;;4314-4764;henschelanticuaria@gmail.com;;Librería;;General;Privado;;-58.3725;-34.6016185626277
1164;Librería Antígona. Sucursal Centro Cultural de la Cooperación.;;;1042;CORRIENTES AV. 1543;San Nicolas;Comuna 1;;5077-8013;antigonacccfgorini@edicionesdelsol.com.ar;www.antigonalibros.com.ar;Librería;;General;Privado;;-58.3885;-34.6041519920515
1165;Liberarte Bodega Cultural;;;1042;CORRIENTES AV. 1555;San Nicolas;Comuna 1;;4375-2341;info@liberarteteatro.com.ar;http://www.liberarteteatro.com.ar/;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres)||Librería;-58.3887;-34.6041659589471
1166;Librería Antígona. Sucursal Callao.;;;1023;CALLAO AV. 737;San Nicolas;Comuna 1;;4812-7364 / 4815-5347;antigonacallao@edicionesdelsol.com.ar;www.antigonalibros.com.ar;Librería;;General;Privado;;-58.3927;-34.6004552385944
1168;Antigua;;;1033;RIVADAVIA AV. 1175;San Nicolas;Comuna 1;Lunes a Viernes 13:30 a 20:30.;4382-0314;;;Librería;;General;Privado;;-58.383;-34.6085111408966
1169;Aplicación Tributaria S.A.;;;1055;VIAMONTE 1550;San Nicolas;Comuna 1;;4374-5418;ventas@aplicacion.com.ar;www.aplicacion.com.ar;Librería;;General;Privado;;-58.3888;-34.6007177584055
1170;"Librería Córdoba - ""Apuntes"" Libros";;;1018;PARANA 1013;Recoleta;Comuna 2;;4115-5888/5889;apuntes@libreriacordoba.com;www.libreriacordoba.com;Librería;;General;Privado;Editorial;-58.3883;-34.596869122006
1172;Aquilea;;;1045;CORRIENTES AV. 2008;Balvanera;Comuna 3;;4951-0831;aquilea.libreria@gmail.com;www.aquilealibrosyrevistas.jimdo.com;Librería;;General;Privado;;-58.3954;-34.6045822282003
1173;Arcadia Libros;;;1060;ALVEAR, MARCELO T. De 1548;Recoleta;Comuna 2;;5258-8801;arcadialibros@fibertel.com.ar;www.arcadialibros.blogspot.com;Librería;;General;Privado;;-58.389;-34.5971974126146
1174;Asunto Impreso;;;1015;RIVAROLA, RODOLFO, Dr. 153;San Nicolas;Comuna 1;;4383-6262;;www.asuntoimpreso.com;Librería;;General;Privado;;-58.3854;-34.6068464741366
1175;Asunto Impreso. Sucursal Perú.;;;1068;PERU 1064;San Telmo;Comuna 1;;4361-8210;;www.asuntoimpreso.com;Librería;;General;Privado;;-58.3742;-34.6203503821934
1176;El Ateneo. Sucursal Santa Fe.;;;1123;SANTA FE AV. 1860;Recoleta;Comuna 2;Lunes a Jueves de 9 a 22 / Viernes a Sábado de 9 a 24 / Domingo de 12 a 22;4813-6052 / 4811-6104;;www.tematika.com;Librería;;General;Privado;;-58.3942;-34.5959046452156
1177;El Ateneo. Sucursal Cabildo.;;;1428;CABILDO AV. 2093;Belgrano;Comuna 13;Lunes a Sábados de 9 a 21 / Domingos y feriados de 12 a 21;5786-9840 / 42 / 43 / 44;;www.tematika.com;Librería;;General;Privado;;-58.4564;-34.5621472079906
1178;El Ateneo. Sucursal Florida.;;;1005;FLORIDA 340;San Nicolas;Comuna 1;Lunes a Viernes de 9 a 20 / Sábado de 9 a 17;4325-6801 / 6;;www.tematika.com;Librería;;General;Privado;;-58.3752;-34.6040979403115
1179;El Ateneo. Sucursal Florida II.;;;1005;FLORIDA 629;San Nicolas;Comuna 1;Lunes a Sábados de 9 a 21 / Domingos de 12 a 20;4312-4230 / 4313-3336;;www.tematika.com;Librería;;General;Privado;;-58.3753;-34.6007172961764
1180;El Ave Fenix;;;1032;PUEYRREDON AV. 1753;Recoleta;Comuna 2;Lunes a Viernes de 9:30 a 19:30. Sábado de 9:30 a 14.;4825-3627;;;Librería;;General;Privado;;-58.4006;-34.5909565896405
1181;La Librería de ávila;;;1087;ALSINA, ADOLFO 500;Monserrat;Comuna 1;;4331-8989;avila@servisur.com;www.libreriadeavila.servisur.com;Librería;;General;Privado;;-58.3733;-34.6102661668028
1182;El Banquete. Sucursal Cabildo.;;;1426;CABILDO AV. 1107;Palermo;Comuna 14;;4788-0158;libreriaelbanquete@hotmail.com;https://www.facebook.com/elbanquete;Librería;;General;Privado;;-58.4471;-34.5687350803752
1183;La Barca Libros;;;1425;SCALABRINI ORTIZ, RAUL 3048;Palermo;Comuna 14;Lunes a Viernes de 9:30 a 20 / Sábado de 10 a 14;4806-0395;labarcalibros@gmail.com;;Librería;;General;Privado;;-58.4108;-34.5814115343173
1184;Beca;;;1437;LEBENSOHN, MOISES 914;Nueva Pompeya;Comuna 4;Lunes a Viernes de 8:00 a 19:30.;4919-1256;;;Librería;;General;Privado;;-58.4169;-34.6531116647511
1185;Beker Libros;;;1051;LAVALLE 2040;Balvanera;Comuna 3;Lunes a Viernes de 11 a 19;4952-0563;librosbeker@yahoo.com.ar;www.libreriabeker.blogspot.com;Librería;;General;Privado;;-58.396;-34.6033091744609
1186;Biblioterapia;;;1416;SAN MARTIN AV. 2392;Villa Gral. Mitre;Comuna 11;;4581-4717;biblioterapialibros@yahoo.com.ar;;Librería;;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4612;-34.6039052351152
1187;Librería Biblos;;;1406;PUAN 378;Caballito;Comuna 6;;4432-8828;info@libreriabiblos.com.ar;www.libreriabiblos.com.ar;Librería;;General;Privado;;-58.4471;-34.6271351531973
1188;Bolsa del Libro Cuarto Intermedio;PB;4;1050;TUCUMAN 1438;San Nicolas;Comuna 1;;4372-9936;;;Librería;;General;Privado;;-58.3872;-34.6017233986492
1189;Book Center;;;1026;JUNIN 84;Balvanera;Comuna 3;Lunes a Viernes 9:30 a 19:30 / Sábados de 9:30 a 13:30;4953-0353;libreriabookcenter@hotmail.com;;Librería;;General;Privado;;-58.3964;-34.6084759817152
1190;Libros del Pasaje;;;1414;THAMES 1762;Palermo;Comuna 14;Lunes a Sábados de 10 a 22 / Domingos y Feriados 14 a 21;4833-6637;;www.librosdelpasaje.com.ar;Librería;;General;Privado;;-58.4296;-34.5870103454359
1191;Brujas;;;1020;RODRIGUEZ PEÑA 429;San Nicolas;Comuna 1;Lunes a Sábados de 10:30 a 20:30.;4373-7100;libreria_brujas@hotmail.com;;Librería;;General;Privado;;-58.3908;-34.6039210455958
1192;Buenos Aires Books;;;1074;SALTA 742;Monserrat;Comuna 1;Lunes a Viernes 10 a 19 / Sábado de 10 a 16;4382-9565;salta@buenosairesbooks.com.ar;;Librería;;General;Privado;;-58.383;-34.6170903617015
1193;Buenos Aires Books. Sucursal Uriburu.;;;1027;URIBURU JOSE E., Pres. 637;Balvanera;Comuna 3;Lunes a Viernes de 9:00 a 21:00. Sábados de 9:00 a 18:00.;4954-2840;viamonte@buenosairesbooks.com.ar;www.buenosairesbooks.com.ar;Librería;;General;Privado;;-58.3985;-34.6017409322579
1194;Los Cachorros;;;1405;DIAZ VELEZ AV. 5011;Caballito;Comuna 6;;4981-3700;loscachorros@hotmail.com;www.servisur.com/cachorros/index.html;Librería;;General;Privado;;-58.4376;-34.6087132943359
1195;Cadaques;;;1414;SCALABRINI ORTIZ, RAUL AV. 181;Villa Crespo;Comuna 15;;4855-1893;cadaques18@yahoo.com.ar;;Librería;;General;Privado;;-58.4402;-34.6008696745466
1196;Caleidoscopio;;;1428;ECHEVERRIA 3268;Belgrano;Comuna 13;Lunes a Viernes de 9:30 a 20:00. Sábado de 9:30 a 19:00. Domingo de 10:00 a 18:00.;4552-2144;;www.caleidoscopiolibros.com;Librería;;General;Privado;;-58.4642;-34.5679432608265
1197;Capítulo Dos;;;1425;CABELLO 3615;Palermo;Comuna 14;;4806-5203;info@capitulodos.com;www.capitulodos.com;Librería;;General;Privado;;-58.4108;-34.5806571812238
1198;Casa Mario;;;1440;ALBERDI, JUAN BAUTISTA AV. 6694;Mataderos;Comuna 9;Lunes a Viernes de 8:30 a 12:30 y 14:30 a 19 / Sábados de 8:30 a 13;4687-3320 / 4364 / 3131;casamariolibros@cscom.com.ar;;Librería;;General;Privado;;-58.5094;-34.6572824740619
1199;Casassa y Lorenzo Libreros. Casa central.;;;1407;ALVAREZ JONTE AV. 4461;Monte Castro;Comuna 10;;4567-0904;ventas@casassaylorenzo.com;www.casassaylorenzo.com;Librería;;General;Privado;;-58.502;-34.6177200809817
